(Doc, Assessor, Peer) >> (Responsiveness, i-measure-Guess, True/False)
D139, A, 62>> (2, 1.7777777777777777, True)
D139, A, 24>> (1, 2.2222222222222223, False)
D139, A, 125>> (2, 0.2962962962962963, False)
D139, A, A>> (3, 3.8518518518518516, False)
D139, A, G>> (4, 3.111111111111111, False)
D139, A, 71>> (2, 2.814814814814815, False)
D139, A, 109>> (2, 1.037037037037037, False)
D139, A, 86>> (2, 1.1851851851851851, False)
D139, A, 5>> (3, 1.4814814814814814, False)
D139, A, 116>> (1, 3.4074074074074074, False)
D139, A, 43>> (1, 0.7407407407407407, True)
D139, A, 122>> (2, 1.6296296296296295, True)
D139, A, 49>> (2, 2.5185185185185186, False)
D139, A, 16>> (2, 2.6666666666666665, False)
D139, A, 147>> (2, 0.5925925925925926, False)
D139, A, 96>> (2, 0.14814814814814814, False)
D139, A, D>> (3, 3.5555555555555554, False)
D141, B, D>> (4, 3.259259259259259, False)
D141, B, 49>> (2, 3.111111111111111, False)
D141, B, 125>> (1, 1.4814814814814814, True)
D141, B, 116>> (0, 2.962962962962963, False)
D141, B, 96>> (2, 2.5185185185185186, False)
D141, B, A>> (4, 3.7037037037037037, True)
D141, B, 62>> (0, 0.2962962962962963, True)
D141, B, B>> (4, 3.8518518518518516, True)
D141, B, 147>> (0, 1.9259259259259258, False)
D141, B, 5>> (0, 0.7407407407407407, False)
D141, B, 43>> (0, 0.8888888888888888, False)
D141, B, H>> (4, 3.5555555555555554, True)
D141, B, 24>> (0, 1.1851851851851851, False)
D141, B, 122>> (0, 2.3703703703703702, False)
D141, B, 109>> (0, 1.6296296296296295, False)
D141, B, 86>> (2, 3.4074074074074074, False)
D141, B, 30>> (0, 0.14814814814814814, True)
D141, B, 16>> (0, 2.2222222222222223, False)
D141, B, 71>> (1, 2.6666666666666665, False)
D144, E, E>> (3, 3.8518518518518516, False)
D144, E, 71>> (2, 0.8888888888888888, False)
D144, E, 49>> (2, 0.7407407407407407, False)
D144, E, 122>> (1, 1.6296296296296295, False)
D144, E, 30>> (1, 1.3333333333333333, True)
D144, E, 125>> (2, 3.111111111111111, False)
D144, E, A>> (4, 3.7037037037037037, True)
D144, E, 62>> (2, 2.3703703703703702, True)
D144, E, 147>> (2, 3.259259259259259, False)
D144, E, 116>> (2, 0.14814814814814814, False)
D144, E, 5>> (2, 2.2222222222222223, True)
D144, E, F>> (3, 3.4074074074074074, True)
D144, E, 43>> (2, 0.5925925925925926, False)
D144, E, 24>> (1, 2.814814814814815, False)
D144, E, 109>> (2, 1.9259259259259258, True)
D144, E, 86>> (2, 1.1851851851851851, False)
D144, E, 96>> (1, 2.074074074074074, False)
D144, E, B>> (4, 3.5555555555555554, True)
D147, A, 43>> (0, 1.4814814814814814, False)
D147, A, 16>> (1, 1.1851851851851851, True)
D147, A, 5>> (2, 3.4074074074074074, False)
D147, A, H>> (4, 2.074074074074074, False)
D147, A, 125>> (2, 0.7407407407407407, False)
D147, A, 109>> (3, 3.259259259259259, True)
D147, A, A>> (3, 3.8518518518518516, False)
D147, A, 62>> (1, 0.2962962962962963, False)
D147, A, 30>> (0, 3.5555555555555554, False)
D147, A, 71>> (1, 2.962962962962963, False)
D147, A, 49>> (2, 1.6296296296296295, True)
D147, A, 86>> (1, 1.9259259259259258, False)
D147, A, 147>> (2, 1.037037037037037, False)
D147, A, E>> (4, 2.2222222222222223, False)
D147, A, 96>> (1, 2.6666666666666665, False)
D147, A, B>> (4, 2.5185185185185186, False)
D147, A, 24>> (0, 2.814814814814815, False)
D147, A, 122>> (1, 2.3703703703703702, False)
D148, F, B>> (4, 3.230769230769231, False)
D148, F, G>> (4, 3.076923076923077, False)
D148, F, 30>> (2, 3.6923076923076925, False)
D148, F, 43>> (2, 1.6923076923076923, True)
D148, F, 147>> (3, 1.2307692307692308, False)
D148, F, F>> (4, 3.8461538461538463, True)
D148, F, 49>> (3, 0.6153846153846154, False)
D148, F, 86>> (2, 1.8461538461538463, True)
D148, F, 24>> (3, 2.4615384615384617, False)
D148, F, 116>> (3, 1.0769230769230769, False)
D148, F, A>> (4, 2.1538461538461537, False)
D148, F, 5>> (1, 1.5384615384615385, False)
D148, F, 62>> (2, 1.3846153846153846, False)
D148, F, 96>> (3, 0.7692307692307693, False)
D148, F, 109>> (2, 3.3846153846153846, False)
D148, F, 16>> (2, 0.9230769230769231, False)
D148, F, 71>> (2, 2.3076923076923075, True)
D148, F, 125>> (3, 2.769230769230769, True)
D149, E, 30>> (2, 0.6666666666666666, False)
D149, E, 116>> (2, 3.0, False)
D149, E, 109>> (1, 2.6666666666666665, False)
D149, E, 96>> (2, 1.5, True)
D149, E, 122>> (1, 3.3333333333333335, False)
D149, E, 5>> (0, 2.0, False)
D149, E, E>> (4, 3.8333333333333335, True)
D149, E, D>> (2, 2.5, True)
D149, E, 147>> (2, 0.5, False)
D149, E, 86>> (1, 1.8333333333333333, False)
D149, E, A>> (3, 3.6666666666666665, False)
D149, E, 24>> (1, 1.1666666666666667, True)
D149, E, 125>> (1, 0.16666666666666666, False)
D149, E, 16>> (1, 3.5, False)
D149, E, 43>> (1, 2.8333333333333335, False)
D149, E, C>> (2, 2.1666666666666665, True)
D149, E, 71>> (2, 1.6666666666666667, True)
D151, D, 62>> (1, 1.037037037037037, True)
D151, D, F>> (3, 2.5185185185185186, True)
D151, D, 147>> (3, 1.9259259259259258, False)
D151, D, 49>> (3, 2.6666666666666665, True)
D151, D, 71>> (3, 2.074074074074074, False)
D151, D, 30>> (1, 0.4444444444444444, False)
D151, D, 43>> (2, 1.4814814814814814, False)
D151, D, C>> (3, 3.7037037037037037, False)
D151, D, 16>> (1, 0.7407407407407407, True)
D151, D, 109>> (3, 2.3703703703703702, False)
D151, D, A>> (4, 3.5555555555555554, True)
D151, D, 125>> (3, 2.814814814814815, True)
D151, D, 24>> (2, 3.4074074074074074, False)
D151, D, 122>> (1, 3.111111111111111, False)
D151, D, 96>> (1, 2.962962962962963, False)
D151, D, 116>> (1, 1.6296296296296295, False)
D151, D, 5>> (0, 0.14814814814814814, True)
D151, D, 86>> (3, 3.259259259259259, True)
D151, D, D>> (3, 3.8518518518518516, False)
D153, G, 125>> (1, 1.7777777777777777, False)
D153, G, 43>> (1, 0.5925925925925926, True)
D153, G, 16>> (1, 2.962962962962963, False)
D153, G, 24>> (1, 0.7407407407407407, True)
D153, G, 122>> (2, 3.111111111111111, False)
D153, G, 147>> (2, 2.2222222222222223, True)
D153, G, 30>> (2, 3.5555555555555554, False)
D153, G, A>> (4, 3.4074074074074074, False)
D153, G, D>> (3, 3.7037037037037037, False)
D153, G, 62>> (2, 2.814814814814815, False)
D153, G, 96>> (2, 1.1851851851851851, False)
D153, G, 5>> (1, 2.5185185185185186, False)
D153, G, C>> (3, 2.074074074074074, False)
D153, G, 109>> (0, 0.4444444444444444, True)
D153, G, 49>> (1, 0.14814814814814814, False)
D153, G, G>> (3, 3.8518518518518516, False)
D153, G, 116>> (1, 1.6296296296296295, False)
D153, G, 71>> (1, 1.3333333333333333, True)
D154, H, 30>> (1, 3.259259259259259, False)
D154, H, 43>> (2, 1.7777777777777777, True)
D154, H, 71>> (3, 1.9259259259259258, False)
D154, H, 49>> (1, 2.074074074074074, False)
D154, H, 16>> (2, 1.6296296296296295, True)
D154, H, 109>> (3, 3.5555555555555554, False)
D154, H, 62>> (2, 1.037037037037037, False)
D154, H, 86>> (0, 0.2962962962962963, True)
D154, H, H>> (4, 3.8518518518518516, True)
D154, H, 96>> (1, 2.3703703703703702, False)
D154, H, 116>> (2, 1.1851851851851851, False)
D154, H, D>> (4, 3.111111111111111, False)
D154, H, A>> (4, 2.5185185185185186, False)
D154, H, 147>> (0, 3.4074074074074074, False)
D154, H, 24>> (0, 2.6666666666666665, False)
D154, H, 125>> (0, 0.4444444444444444, True)
D154, H, 122>> (0, 2.2222222222222223, False)
D154, H, C>> (4, 3.7037037037037037, True)
D155, E, 125>> (1, 0.2962962962962963, False)
D155, E, 49>> (0, 3.4074074074074074, False)
D155, E, 24>> (3, 2.074074074074074, False)
D155, E, 122>> (2, 0.7407407407407407, False)
D155, E, 30>> (1, 1.7777777777777777, False)
D155, E, 71>> (2, 0.4444444444444444, False)
D155, E, 62>> (2, 1.037037037037037, False)
D155, E, E>> (3, 3.8518518518518516, False)
D155, E, 16>> (1, 3.5555555555555554, False)
D155, E, 5>> (2, 1.4814814814814814, False)
D155, E, 96>> (0, 3.7037037037037037, False)
D155, E, C>> (3, 3.259259259259259, True)
D155, E, 43>> (2, 1.9259259259259258, True)
D155, E, 116>> (2, 2.2222222222222223, True)
D155, E, G>> (4, 2.6666666666666665, False)
D155, E, A>> (4, 3.111111111111111, False)
D155, E, 86>> (2, 1.3333333333333333, False)
D155, E, 147>> (1, 2.5185185185185186, False)
D156, F, A>> (4, 2.5185185185185186, False)
D156, F, F>> (4, 3.8518518518518516, True)
D156, F, 43>> (3, 2.2222222222222223, False)
D156, F, 49>> (3, 2.814814814814815, True)
D156, F, 30>> (2, 0.7407407407407407, False)
D156, F, 122>> (1, 0.4444444444444444, False)
D156, F, 24>> (2, 1.7777777777777777, True)
D156, F, 71>> (2, 3.111111111111111, False)
D156, F, 147>> (2, 1.4814814814814814, False)
D156, F, 125>> (2, 1.3333333333333333, False)
D156, F, G>> (4, 2.6666666666666665, False)
D156, F, C>> (3, 3.7037037037037037, False)
D156, F, 86>> (1, 0.14814814814814814, False)
D156, F, 16>> (1, 0.2962962962962963, False)
D156, F, 96>> (2, 1.6296296296296295, True)
D156, F, 109>> (2, 2.3703703703703702, True)
D156, F, 62>> (1, 2.074074074074074, False)
D156, F, 116>> (2, 2.962962962962963, False)
D157, F, 147>> (3, 2.6666666666666665, True)
D157, F, 62>> (2, 1.037037037037037, False)
D157, F, 30>> (1, 2.2222222222222223, False)
D157, F, 96>> (1, 2.074074074074074, False)
D157, F, 43>> (1, 1.1851851851851851, True)
D157, F, C>> (3, 3.7037037037037037, False)
D157, F, 122>> (1, 1.6296296296296295, False)
D157, F, 125>> (1, 1.9259259259259258, False)
D157, F, 49>> (2, 3.5555555555555554, False)
D157, F, F>> (4, 3.8518518518518516, True)
D157, F, 109>> (2, 3.111111111111111, False)
D157, F, A>> (4, 3.4074074074074074, False)
D157, F, 86>> (1, 0.14814814814814814, False)
D157, F, 116>> (0, 0.2962962962962963, True)
D157, F, 5>> (1, 3.259259259259259, False)
D157, F, 24>> (2, 1.7777777777777777, True)
D157, F, H>> (3, 1.4814814814814814, False)
D157, F, 16>> (1, 0.8888888888888888, True)
D157, F, 71>> (1, 2.814814814814815, False)
D159, D, 116>> (1, 2.3703703703703702, False)
D159, D, 62>> (1, 2.2222222222222223, False)
D159, D, 125>> (1, 0.5925925925925926, True)
D159, D, 86>> (2, 1.1851851851851851, False)
D159, D, 147>> (2, 3.259259259259259, False)
D159, D, 96>> (1, 0.14814814814814814, False)
D159, D, 109>> (3, 3.111111111111111, True)
D159, D, 30>> (1, 1.3333333333333333, True)
D159, D, E>> (3, 3.7037037037037037, False)
D159, D, A>> (4, 3.4074074074074074, False)
D159, D, 16>> (0, 0.2962962962962963, True)
D159, D, 71>> (1, 2.5185185185185186, False)
D159, D, D>> (3, 3.8518518518518516, False)
D159, D, 24>> (3, 3.5555555555555554, False)
D159, D, F>> (1, 2.962962962962963, False)
D159, D, 122>> (1, 1.4814814814814814, True)
D159, D, 43>> (2, 2.814814814814815, False)
D159, D, 49>> (1, 1.6296296296296295, False)
D161, G, 96>> (1, 1.9259259259259258, False)
D161, G, 5>> (1, 0.14814814814814814, False)
D161, G, A>> (3, 3.259259259259259, True)
D161, G, 24>> (1, 3.4074074074074074, False)
D161, G, 116>> (2, 2.6666666666666665, False)
D161, G, 62>> (2, 1.4814814814814814, False)
D161, G, 109>> (2, 3.5555555555555554, False)
D161, G, G>> (3, 3.8518518518518516, False)
D161, G, 71>> (1, 2.962962962962963, False)
D161, G, 30>> (1, 1.037037037037037, True)
D161, G, 43>> (1, 0.2962962962962963, False)
D161, G, 86>> (2, 2.3703703703703702, True)
D161, G, 49>> (1, 0.7407407407407407, True)
D161, G, 125>> (1, 1.1851851851851851, True)
D161, G, 147>> (2, 2.2222222222222223, True)
D161, G, 16>> (2, 2.5185185185185186, False)
D161, G, E>> (3, 1.6296296296296295, False)
D161, G, 122>> (0, 1.7777777777777777, False)
D161, G, D>> (4, 3.7037037037037037, True)
D164, A, 96>> (1, 1.037037037037037, True)
D164, A, 43>> (1, 2.5185185185185186, False)
D164, A, 5>> (3, 1.4814814814814814, False)
D164, A, 62>> (1, 0.7407407407407407, True)
D164, A, 147>> (2, 3.111111111111111, False)
D164, A, 86>> (0, 0.2962962962962963, True)
D164, A, F>> (4, 2.814814814814815, False)
D164, A, 109>> (3, 3.4074074074074074, True)
D164, A, 71>> (0, 1.6296296296296295, False)
D164, A, 49>> (2, 1.7777777777777777, True)
D164, A, 125>> (2, 2.3703703703703702, True)
D164, A, 30>> (2, 2.074074074074074, True)
D164, A, G>> (4, 3.5555555555555554, True)
D164, A, 24>> (1, 2.962962962962963, False)
D164, A, A>> (3, 3.8518518518518516, False)
D164, A, D>> (4, 3.259259259259259, False)
D164, A, 122>> (1, 0.14814814814814814, False)
D164, A, 16>> (0, 2.2222222222222223, False)
D165, H, 43>> (1, 1.9259259259259258, False)
D165, H, 62>> (3, 2.962962962962963, True)
D165, H, 16>> (2, 1.6296296296296295, True)
D165, H, 5>> (2, 1.1851851851851851, False)
D165, H, 96>> (0, 1.4814814814814814, False)
D165, H, H>> (3, 3.8518518518518516, False)
D165, H, 116>> (0, 0.8888888888888888, False)
D165, H, D>> (4, 3.5555555555555554, True)
D165, H, 24>> (0, 0.14814814814814814, True)
D165, H, A>> (4, 3.7037037037037037, True)
D165, H, 122>> (1, 1.3333333333333333, True)
D165, H, F>> (4, 3.4074074074074074, False)
D165, H, 109>> (0, 0.7407407407407407, False)
D165, H, 125>> (0, 0.5925925925925926, False)
D165, H, 49>> (0, 1.7777777777777777, False)
D165, H, 86>> (0, 2.3703703703703702, False)
D165, H, 30>> (2, 1.037037037037037, False)
D165, H, 71>> (1, 3.111111111111111, False)
D166, A, 122>> (2, 0.8888888888888888, False)
D166, A, 24>> (1, 2.962962962962963, False)
D166, A, H>> (4, 1.4814814814814814, False)
D166, A, 16>> (0, 1.037037037037037, False)
D166, A, 109>> (2, 2.3703703703703702, True)
D166, A, G>> (4, 3.259259259259259, False)
D166, A, 5>> (2, 2.6666666666666665, False)
D166, A, 71>> (2, 0.14814814814814814, False)
D166, A, 86>> (1, 2.074074074074074, False)
D166, A, 30>> (2, 1.7777777777777777, True)
D166, A, A>> (3, 3.8518518518518516, False)
D166, A, 49>> (2, 3.4074074074074074, False)
D166, A, D>> (4, 1.9259259259259258, False)
D166, A, 125>> (1, 1.1851851851851851, True)
D166, A, 96>> (2, 1.6296296296296295, True)
D166, A, 62>> (3, 3.5555555555555554, False)
D166, A, 43>> (0, 1.3333333333333333, False)
D166, A, 147>> (1, 3.111111111111111, False)
D168, H, 109>> (0, 2.6666666666666665, False)
D168, H, F>> (3, 2.962962962962963, True)
D168, H, 16>> (0, 1.7777777777777777, False)
D168, H, H>> (4, 3.8518518518518516, True)
D168, H, 43>> (0, 0.14814814814814814, True)
D168, H, 24>> (0, 0.7407407407407407, False)
D168, H, 62>> (0, 1.1851851851851851, False)
D168, H, 122>> (2, 3.4074074074074074, False)
D168, H, 86>> (0, 1.037037037037037, False)
D168, H, 71>> (0, 0.4444444444444444, True)
D168, H, 147>> (1, 0.5925925925925926, True)
D168, H, 30>> (2, 3.5555555555555554, False)
D168, H, E>> (4, 3.259259259259259, False)
D168, H, 5>> (2, 0.2962962962962963, False)
D168, H, 49>> (0, 2.814814814814815, False)
D168, H, 125>> (0, 2.5185185185185186, False)
D168, H, 116>> (0, 1.6296296296296295, False)
D168, H, A>> (4, 3.7037037037037037, True)
D169, H, H>> (4, 3.8518518518518516, True)
D169, H, 86>> (0, 0.5925925925925926, False)
D169, H, 122>> (1, 1.3333333333333333, True)
D169, H, 109>> (1, 3.5555555555555554, False)
D169, H, 43>> (0, 2.2222222222222223, False)
D169, H, 24>> (0, 1.6296296296296295, False)
D169, H, 16>> (1, 1.1851851851851851, True)
D169, H, 30>> (1, 0.2962962962962963, False)
D169, H, A>> (3, 2.3703703703703702, False)
D169, H, 125>> (1, 2.814814814814815, False)
D169, H, 49>> (0, 1.037037037037037, False)
D169, H, 147>> (0, 2.962962962962963, False)
D169, H, 96>> (0, 0.14814814814814814, True)
D169, H, G>> (3, 3.111111111111111, True)
D169, H, E>> (4, 3.7037037037037037, True)
D169, H, 71>> (1, 1.7777777777777777, False)
D169, H, 116>> (0, 0.7407407407407407, False)
D169, H, 62>> (1, 2.5185185185185186, False)
D170, B, F>> (4, 3.7037037037037037, True)
D170, B, 30>> (1, 1.1851851851851851, True)
D170, B, 43>> (2, 1.7777777777777777, True)
D170, B, 24>> (1, 0.2962962962962963, False)
D170, B, 125>> (0, 0.4444444444444444, True)
D170, B, 122>> (1, 2.2222222222222223, False)
D170, B, 71>> (2, 0.8888888888888888, False)
D170, B, 109>> (2, 2.074074074074074, True)
D170, B, 86>> (0, 3.111111111111111, False)
D170, B, 5>> (0, 0.14814814814814814, True)
D170, B, 96>> (1, 1.9259259259259258, False)
D170, B, 116>> (0, 1.3333333333333333, False)
D170, B, 16>> (0, 2.962962962962963, False)
D170, B, D>> (4, 3.4074074074074074, False)
D170, B, C>> (3, 2.3703703703703702, False)
D170, B, B>> (4, 3.8518518518518516, True)
D170, B, 147>> (2, 3.259259259259259, False)
D170, B, 62>> (1, 2.5185185185185186, False)
D170, B, 49>> (2, 1.4814814814814814, False)
D171, B, 96>> (2, 1.4814814814814814, False)
D171, B, 116>> (1, 1.6296296296296295, False)
D171, B, 62>> (1, 2.6666666666666665, False)
D171, B, D>> (4, 2.5185185185185186, False)
D171, B, 49>> (0, 0.8888888888888888, False)
D171, B, 122>> (0, 3.5555555555555554, False)
D171, B, 109>> (1, 2.962962962962963, False)
D171, B, 147>> (0, 3.259259259259259, False)
D171, B, 24>> (0, 1.1851851851851851, False)
D171, B, 86>> (0, 0.4444444444444444, True)
D171, B, 5>> (1, 0.5925925925925926, True)
D171, B, 71>> (1, 2.074074074074074, False)
D171, B, G>> (4, 3.7037037037037037, True)
D171, B, 30>> (0, 3.4074074074074074, False)
D171, B, 16>> (3, 1.037037037037037, False)
D171, B, C>> (3, 1.9259259259259258, False)
D171, B, 43>> (0, 0.2962962962962963, True)
D171, B, 125>> (1, 2.3703703703703702, False)
D171, B, B>> (4, 3.8518518518518516, True)
D173, E, 30>> (2, 0.4444444444444444, False)
D173, E, 96>> (2, 3.7037037037037037, False)
D173, E, 62>> (1, 2.2222222222222223, False)
D173, E, 86>> (1, 1.9259259259259258, False)
D173, E, 43>> (2, 0.14814814814814814, False)
D173, E, 49>> (1, 0.8888888888888888, True)
D173, E, 116>> (1, 1.7777777777777777, False)
D173, E, 125>> (2, 0.7407407407407407, False)
D173, E, 122>> (2, 1.1851851851851851, False)
D173, E, 24>> (2, 2.3703703703703702, True)
D173, E, C>> (3, 2.074074074074074, False)
D173, E, 5>> (2, 3.259259259259259, False)
D173, E, 16>> (2, 1.4814814814814814, False)
D173, E, E>> (3, 3.8518518518518516, False)
D173, E, F>> (3, 3.4074074074074074, True)
D173, E, 109>> (2, 2.5185185185185186, False)
D173, E, 71>> (2, 2.962962962962963, False)
D173, E, B>> (4, 3.5555555555555554, True)
D174, B, 62>> (1, 2.6666666666666665, False)
D174, B, C>> (0, 1.037037037037037, False)
D174, B, H>> (3, 2.074074074074074, False)
D174, B, E>> (3, 3.4074074074074074, True)
D174, B, 16>> (1, 0.7407407407407407, True)
D174, B, 71>> (2, 1.4814814814814814, False)
D174, B, 30>> (2, 0.2962962962962963, False)
D174, B, 109>> (2, 3.5555555555555554, False)
D174, B, 43>> (2, 3.259259259259259, False)
D174, B, 5>> (1, 1.1851851851851851, True)
D174, B, 122>> (1, 2.2222222222222223, False)
D174, B, B>> (4, 3.8518518518518516, True)
D174, B, 116>> (0, 0.8888888888888888, False)
D174, B, 147>> (1, 1.3333333333333333, True)
D174, B, 96>> (1, 0.4444444444444444, False)
D174, B, 125>> (1, 2.3703703703703702, False)
D174, B, 49>> (2, 1.7777777777777777, True)
D174, B, 24>> (1, 0.5925925925925926, True)
D175, F, F>> (4, 3.8518518518518516, True)
D175, F, H>> (4, 3.259259259259259, False)
D175, F, 49>> (1, 1.9259259259259258, False)
D175, F, 116>> (2, 1.3333333333333333, False)
D175, F, 86>> (1, 0.14814814814814814, False)
D175, F, C>> (3, 2.2222222222222223, False)
D175, F, 109>> (3, 2.5185185185185186, True)
D175, F, 71>> (1, 1.6296296296296295, False)
D175, F, 30>> (1, 0.2962962962962963, False)
D175, F, 62>> (3, 0.8888888888888888, False)
D175, F, 43>> (3, 2.814814814814815, True)
D175, F, 147>> (2, 3.111111111111111, False)
D175, F, 96>> (3, 3.4074074074074074, True)
D175, F, 16>> (1, 0.7407407407407407, True)
D175, F, B>> (4, 2.6666666666666665, False)
D175, F, 122>> (1, 3.5555555555555554, False)
D175, F, 125>> (1, 0.4444444444444444, False)
D175, F, 24>> (2, 2.962962962962963, False)
D176, G, 16>> (2, 1.037037037037037, False)
D176, G, 49>> (2, 3.259259259259259, False)
D176, G, 30>> (2, 0.14814814814814814, False)
D176, G, 5>> (2, 0.5925925925925926, False)
D176, G, C>> (3, 2.814814814814815, True)
D176, G, 96>> (2, 3.4074074074074074, False)
D176, G, 147>> (0, 2.3703703703703702, False)
D176, G, 86>> (2, 1.7777777777777777, True)
D176, G, B>> (4, 3.7037037037037037, True)
D176, G, H>> (3, 3.5555555555555554, False)
D176, G, 125>> (2, 0.4444444444444444, False)
D176, G, 62>> (2, 1.9259259259259258, True)
D176, G, 43>> (3, 1.6296296296296295, False)
D176, G, 122>> (1, 2.962962962962963, False)
D176, G, 109>> (2, 2.5185185185185186, False)
D176, G, 24>> (1, 3.111111111111111, False)
D176, G, 71>> (2, 0.8888888888888888, False)
D176, G, G>> (3, 3.8518518518518516, False)
D178, D, 24>> (2, 3.259259259259259, False)
D178, D, D>> (3, 3.8518518518518516, False)
