(Filename, Human, Credibility_Score)
D30042.APW19981206.0364, D, 0.7833333333333333
D30049.APW19981023.0254, E, 0.6683982683982683
D30049.APW19981023.0254, G, 0.3636363636363636
D30049.APW19981023.0254, B, 0.7350649350649351
D30049.APW19981023.0254, D, 0.7696969696969697
D30056.APW19981016.0448, E, 0.4360119047619048
D30056.APW19981016.0448, G, 0.4791666666666667
D30056.APW19981016.0448, B, 0.5342261904761905
D30056.APW19981016.0448, H, 0.7797619047619048
D30036.APW19981011.0541, F, 0.8266666666666665
D30036.APW19981011.0541, D, 0.637037037037037
D30036.APW19981011.0541, H, 0.7066666666666667
D30036.APW19981011.0541, A, 0.8903703703703704
D31009.APW19981111.1240, C, 0.4583333333333333
D31009.APW19981111.1240, G, 0.21212121212121213
D31009.APW19981111.1240, B, 0.837121212121212
D31009.APW19981111.1240, F, 0.5
D31032.APW19981016.0209, E, 0.5531250000000001
D31032.APW19981016.0209, G, 0.5343749999999999
D31032.APW19981016.0209, F, 0.6708333333333334
D31032.APW19981016.0209, D, 0.9145833333333334
D30024.NYT19981104.0600, C, 0.3968253968253969
D30024.NYT19981104.0600, G, 0.14444444444444446
D30024.NYT19981104.0600, D, 0.6857142857142856
D30024.NYT19981104.0600, A, 0.5222222222222223
D30015.APW19981005.1082, E, 0.1587301587301587
D30015.APW19981005.1082, B, 0.43333333333333335
D30015.APW19981005.1082, H, 0.09999999999999999
D30015.APW19981005.1082, A, 0.49206349206349204
D31013.NYT19981114.0129, C, 0.6309523809523809
D31013.NYT19981114.0129, G, 0.5978835978835978
D31013.NYT19981114.0129, D, 0.49999999999999983
D31013.NYT19981114.0129, H, 0.2526455026455026
D31032.APW19981013.0282, E, 0.46296296296296297
D31032.APW19981013.0282, G, 0.337037037037037
D31032.APW19981013.0282, F, 0.2074074074074074
D31032.APW19981013.0282, D, 0.3333333333333333
D31032.APW19981012.0522, E, 0.57
D31032.APW19981012.0522, G, 0.7233333333333333
D31032.APW19981012.0522, F, 0.6633333333333333
D31032.APW19981012.0522, D, 0.6900000000000001
D30010.APW19981106.0273, B, 0.6654761904761904
D30010.APW19981106.0273, D, 0.5833333333333334
D30010.APW19981106.0273, H, 0.5761904761904761
D30010.APW19981106.0273, A, 0.43452380952380953
D30051.APW19981116.0525, B, 0.7777777777777777
D30051.APW19981116.0525, F, 0.6666666666666666
D30051.APW19981116.0525, D, 0.7777777777777778
D30051.APW19981116.0525, H, 0.6666666666666666
D31038.APW19981120.0887, E, 0.8060606060606061
D31038.APW19981120.0887, G, 0.6606060606060606
D31038.APW19981120.0887, D, 0.6457912457912459
D31038.APW19981120.0887, H, 0.5124579124579126
D30048.NYT19981020.0380, C, 0.4444444444444444
D30048.NYT19981020.0380, G, 0.15555555555555553
D30048.NYT19981020.0380, B, 0.3333333333333333
D30048.NYT19981020.0380, H, 0.26666666666666666
D30051.APW19981129.0969, B, 0.8518518518518517
D30051.APW19981129.0969, F, 0.8518518518518517
D30051.APW19981129.0969, D, 0.9166666666666666
D30051.APW19981129.0969, H, 0.6944444444444443
D30042.APW19981209.1444, C, 0.3576388888888889
D30042.APW19981209.1444, B, 0.6875
D30042.APW19981209.1444, F, 0.39351851851851855
D30042.APW19981209.1444, D, 0.5358796296296297
D31026.NYT19981017.0052, E, 0.7222222222222223
D31026.NYT19981017.0052, C, 0.7333333333333334
D31026.NYT19981017.0052, F, 0.8211111111111111
D31026.NYT19981017.0052, H, 0.3877777777777778
D30048.APW19981019.0550, C, 0.4444444444444444
D30048.APW19981019.0550, G, 0.43333333333333335
D30048.APW19981019.0550, B, 0.125
D30048.APW19981019.0550, H, 0.3361111111111111
D30010.APW19981108.0188, B, 0.931547619047619
D30010.APW19981108.0188, D, 0.7648809523809522
D30010.APW19981108.0188, H, 0.753968253968254
D30010.APW19981108.0188, A, 0.8253968253968251
D31050.APW19981224.0149, E, 0.6654761904761904
D31050.APW19981224.0149, G, 0.6654761904761904
D31050.APW19981224.0149, F, 0.31071428571428567
D31050.APW19981224.0149, H, 0.5464285714285713
D30026.NYT19981122.0163, C, 0.7777777777777777
D30026.NYT19981122.0163, D, 0.5466666666666666
D30026.NYT19981122.0163, H, 0.37999999999999995
D30026.NYT19981122.0163, A, 0.5666666666666667
D30031.NYT19981206.0178, E, 0.5160493827160494
D30031.NYT19981206.0178, F, 0.4271604938271605
D30031.NYT19981206.0178, D, 0.2740740740740741
D30031.NYT19981206.0178, A, 0.5753086419753087
D30047.NYT19981120.0427, C, 0.4791666666666667
D30047.NYT19981120.0427, B, 0.3125
D30047.NYT19981120.0427, F, 0.0
D30047.NYT19981120.0427, H, 0.5
D31013.NYT19981112.0195, C, 0.4305555555555555
D31013.NYT19981112.0195, G, 0.19444444444444442
D31013.NYT19981112.0195, D, 0.4305555555555555
D31013.NYT19981112.0195, H, 0.0
D31032.APW19981001.0299, E, 0.7222222222222222
D31032.APW19981001.0299, G, 0.6419753086419752
D31032.APW19981001.0299, F, 0.6604938271604938
D31032.APW19981001.0299, D, 0.8518518518518517
D30033.APW19981203.0649, E, 0.7481481481481481
D30033.APW19981203.0649, G, 0.6814814814814815
D30033.APW19981203.0649, D, 0.7407407407407408
D30033.APW19981203.0649, A, 0.8666666666666666
D31013.APW19981109.0728, C, 0.8133333333333334
D31013.APW19981109.0728, G, 0.7333333333333334
D31013.APW19981109.0728, D, 0.6
D31013.APW19981109.0728, H, 0.44
D31031.NYT19981011.0194, C, 0.3333333333333333
D31031.NYT19981011.0194, G, 0.825925925925926
D31031.NYT19981011.0194, F, 0.49259259259259264
D31031.NYT19981011.0194, H, 0.4666666666666666
D30034.APW19981205.0807, G, 0.39999999999999997
D30034.APW19981205.0807, F, 0.4000000000000001
D30034.APW19981205.0807, D, 0.5333333333333333
D30034.APW19981205.0807, A, 0.6666666666666666
D30046.NYT19981219.0117, E, 0.7396825396825397
D30046.NYT19981219.0117, C, 0.4222222222222222
D30046.NYT19981219.0117, B, 0.688888888888889
D30046.NYT19981219.0117, H, 0.5174603174603174
D30010.APW19981107.0752, B, 0.6444444444444444
D30010.APW19981107.0752, D, 0.7022222222222222
D30010.APW19981107.0752, H, 0.21333333333333335
D30010.APW19981107.0752, A, 0.6888888888888888
D31032.APW19981011.0535, E, 0.25925925925925924
D31032.APW19981011.0535, G, 0.7546296296296297
D31032.APW19981011.0535, F, 0.7546296296296297
D31032.APW19981011.0535, D, 0.6666666666666666
D30020.APW19981030.1074, E, 0.8522727272727274
D30020.APW19981030.1074, C, 0.9488636363636364
D30020.APW19981030.1074, D, 0.9109848484848485
D30020.APW19981030.1074, A, 0.9090909090909092
D31026.NYT19981017.0014, E, 0.49545454545454554
D31026.NYT19981017.0014, C, 0.7765151515151517
D31026.NYT19981017.0014, F, 0.4409090909090909
D31026.NYT19981017.0014, H, 0.6356060606060606
D30059.APW19981123.0274, G, 0.24444444444444444
D30059.APW19981123.0274, B, 0.6833333333333332
D30059.APW19981123.0274, F, 0.19444444444444442
D30059.APW19981123.0274, H, 0.4222222222222222
D31043.APW19981130.1085, G, 0.38518518518518513
D31043.APW19981130.1085, F, 0.5601851851851851
D31043.APW19981130.1085, D, 0.46388888888888885
D31043.APW19981130.1085, H, 0.6444444444444444
D30002.APW19981103.0526, E, 0.7916666666666666
D30002.APW19981103.0526, C, 0.5416666666666666
D30002.APW19981103.0526, B, 0.625
D30002.APW19981103.0526, A, 0.7916666666666666
D30026.NYT19981125.0073, C, 0.48148148148148145
D30026.NYT19981125.0073, D, 0.5277777777777778
D30026.NYT19981125.0073, H, 0.2037037037037037
D30026.NYT19981125.0073, A, 0.13888888888888887
D30002.APW19981101.0843, E, 0.39814814814814814
D30002.APW19981101.0843, C, 0.6666666666666666
D30002.APW19981101.0843, B, 0.4259259259259259
D30002.APW19981101.0843, A, 0.3611111111111111
D30037.NYT19981009.0337, G, 0.6296296296296297
D30037.NYT19981009.0337, D, 0.4583333333333333
D30037.NYT19981009.0337, H, 0.26851851851851855
D30037.NYT19981009.0337, A, 0.5416666666666666
D30040.APW19981123.1179, E, 0.607638888888889
D30040.APW19981123.1179, G, 0.42939814814814814
D30040.APW19981123.1179, H, 0.7465277777777778
D30040.APW19981123.1179, A, 0.6168981481481481
D30034.APW19981212.0541, G, 0.5714285714285715
D30034.APW19981212.0541, F, 0.2857142857142857
D30034.APW19981212.0541, D, 0.6666666666666666
D30034.APW19981212.0541, A, 0.6666666666666666
D30027.NYT19981002.0250, E, 0.8194444444444443
D30027.NYT19981002.0250, C, 0.7546296296296297
D30027.NYT19981002.0250, G, 0.4884259259259259
D30027.NYT19981002.0250, A, 0.5810185185185185
D31009.APW19981111.0309, C, 0.6527777777777777
D31009.APW19981111.0309, G, 0.9444444444444443
D31009.APW19981111.0309, B, 0.7833333333333333
D31009.APW19981111.0309, F, 0.6583333333333333
D31001.APW19981028.0231, E, 0.4666666666666666
D31001.APW19981028.0231, C, 0.4666666666666666
D31001.APW19981028.0231, G, 0.3999999999999999
D31001.APW19981028.0231, D, 0.3999999999999999
D30005.APW19981112.0551, C, 0.7962962962962963
D30005.APW19981112.0551, G, 0.7129629629629629
D30005.APW19981112.0551, B, 0.6145833333333334
D30005.APW19981112.0551, A, 0.8645833333333334
D30049.NYT19981114.0099, E, 0.5208333333333334
D30049.NYT19981114.0099, G, 0.5833333333333334
D30049.NYT19981114.0099, B, 0.0
D30049.NYT19981114.0099, D, 0.43750000000000006
D30027.APW19981002.0783, E, 0.05104166666666667
D30027.APW19981002.0783, C, 0.39166666666666666
D30027.APW19981002.0783, G, 0.16770833333333335
D30027.APW19981002.0783, A, 0.39166666666666666
D31050.APW19981005.0231, E, 0.8333333333333334
D31050.APW19981005.0231, G, 0.611111111111111
D31050.APW19981005.0231, F, 0.6666666666666666
D31050.APW19981005.0231, H, 0.6666666666666666
D30026.NYT19981123.0458, C, 0.43209876543209874
D30026.NYT19981123.0458, D, 0.2962962962962963
D30026.NYT19981123.0458, H, 0.2098765432098765
D30026.NYT19981123.0458, A, 0.5432098765432098
D30034.APW19981211.0972, G, 0.23611111111111116
D30034.APW19981211.0972, F, 0.6851851851851851
D30034.APW19981211.0972, D, 0.6851851851851851
D30034.APW19981211.0972, A, 0.7916666666666666
D30044.APW19981116.0235, C, 0.6296296296296297
D30044.APW19981116.0235, G, 0.6419753086419753
D30044.APW19981116.0235, B, 0.6419753086419753
D30044.APW19981116.0235, D, 0.9259259259259259
D30053.APW19981213.0224, E, 0.7152777777777778
D30053.APW19981213.0224, G, 0.5833333333333334
D30053.APW19981213.0224, B, 0.75
D30053.APW19981213.0224, F, 0.576388888888889
D30037.APW19981004.0138, G, 0.6649999999999999
D30037.APW19981004.0138, D, 0.8066666666666666
D30037.APW19981004.0138, H, 0.8583333333333333
D30037.APW19981004.0138, A, 0.7999999999999999
D30044.NYT19981116.0479, C, 0.691358024691358
D30044.NYT19981116.0479, G, 0.54320987654321
D30044.NYT19981116.0479, B, 0.6987654320987655
D30044.NYT19981116.0479, D, 0.5753086419753087
D30038.APW19981213.0412, E, 0.6
D30038.APW19981213.0412, F, 0.1851851851851852
D30038.APW19981213.0412, H, 0.6296296296296297
D30038.APW19981213.0412, A, 0.4962962962962964
D30011.APW19981008.0259, E, 0.5432098765432098
D30011.APW19981008.0259, B, 0.49382716049382713
D30011.APW19981008.0259, F, 0.5185185185185185
D30011.APW19981008.0259, A, 0.5432098765432098
D31050.APW19981220.0356, E, 0.9777777777777777
D31050.APW19981220.0356, G, 0.919047619047619
D31050.APW19981220.0356, F, 0.919047619047619
D31050.APW19981220.0356, H, 0.9111111111111111
D30029.APW19981227.0836, C, 0.6984126984126985
D30029.APW19981227.0836, F, 0.6984126984126983
D30029.APW19981227.0836, H, 0.9523809523809524
D30029.APW19981227.0836, A, 0.5714285714285714
D30022.APW19981202.1274, C, 0.6071428571428571
D30022.APW19981202.1274, F, 0.7217261904761904
D30022.APW19981202.1274, D, 0.5788690476190476
D30022.APW19981202.1274, A, 0.5119047619047619
D31001.APW19981109.0767, E, 0.5357142857142857
D31001.APW19981109.0767, C, 0.6190476190476191
D31001.APW19981109.0767, G, 0.22916666666666666
D31001.APW19981109.0767, D, 0.6458333333333334
D30040.APW19981230.0983, E, 0.3222222222222222
D30040.APW19981230.0983, G, 0.3111111111111111
D30040.APW19981230.0983, H, 0.5777777777777777
D30040.APW19981230.0983, A, 0.6333333333333333
D30027.NYT19981004.0132, E, 0.8101851851851851
D30027.NYT19981004.0132, C, 0.8842592592592592
D30027.NYT19981004.0132, G, 0.8842592592592592
D30027.NYT19981004.0132, A, 0.7453703703703703
D30017.APW19981118.0898, G, 0.6116071428571429
D30017.APW19981118.0898, B, 0.5803571428571429
D30017.APW19981118.0898, F, 0.8288690476190476
D30017.APW19981118.0898, A, 0.8690476190476191
D30036.APW19981006.0833, F, 0.6898148148148149
D30036.APW19981006.0833, D, 0.7006172839506174
D30036.APW19981006.0833, H, 0.6589506172839507
D30036.APW19981006.0833, A, 0.5185185185185186
D30051.NYT19981114.0079, B, 0.6148148148148149
D30051.NYT19981114.0079, F, 0.688888888888889
D30051.NYT19981114.0079, D, 0.3777777777777778
D30051.NYT19981114.0079, H, 0.7333333333333334
D30047.APW19981120.0290, C, 0.438957475994513
D30047.APW19981120.0290, B, 0.48148148148148145
D30047.APW19981120.0290, F, 0.5802469135802469
D30047.APW19981120.0290, H, 0.04389574759945131
D30049.NYT19981118.0464, E, 0.7313131313131315
D30049.NYT19981118.0464, G, 0.8727272727272727
D30049.NYT19981118.0464, B, 0.6363636363636365
D30049.NYT19981118.0464, D, 0.6767676767676768
D30037.NYT19981009.0486, G, 0.5648148148148148
D30037.NYT19981009.0486, D, 0.5879629629629629
D30037.NYT19981009.0486, H, 0.25661375661375657
D30037.NYT19981009.0486, A, 0.5205026455026455
D30045.NYT19981127.0289, E, 0.8095238095238096
D30045.NYT19981127.0289, C, 0.5690770135214579
D30045.NYT19981127.0289, B, 0.6643151087595532
D30045.NYT19981127.0289, F, 0.7142857142857143
D30038.APW19981211.1276, E, 0.5541666666666666
D30038.APW19981211.1276, F, 0.2486111111111111
D30038.APW19981211.1276, H, 0.5708333333333333
D30038.APW19981211.1276, A, 0.6236111111111111
D30024.NYT19981104.0369, C, 0.7160493827160493
D30024.NYT19981104.0369, G, 0.45679012345679015
D30024.NYT19981104.0369, D, 0.7777777777777777
D30024.NYT19981104.0369, A, 0.6666666666666666
D31038.NYT19981104.0491, E, 0.9197530864197532
D31038.NYT19981104.0491, G, 0.9197530864197532
D31038.NYT19981104.0491, D, 0.8611111111111112
D31038.NYT19981104.0491, H, 0.8611111111111112
D31026.NYT19981017.0093, E, 0.5308641975308642
D31026.NYT19981017.0093, C, 0.5308641975308642
D31026.NYT19981017.0093, F, 0.08779149519890261
D31026.NYT19981017.0093, H, 0.4828532235939644
D30006.NYT19981014.0003, C, 0.7023809523809524
D30006.NYT19981014.0003, B, 0.6571428571428571
D30006.NYT19981014.0003, H, 0.7404761904761905
D30006.NYT19981014.0003, A, 0.3333333333333333
D30050.NYT19981002.0309, E, 0.32098765432098764
D30050.NYT19981002.0309, B, 0.5767195767195767
D30050.NYT19981002.0309, D, 0.20634920634920637
D30050.NYT19981002.0309, H, 0.6172839506172839
D30055.NYT19981004.0064, E, 0.71875
D30055.NYT19981004.0064, B, 0.7708333333333334
D30055.NYT19981004.0064, F, 0.65625
D30055.NYT19981004.0064, H, 0.7083333333333334
D31031.NYT19981016.0312, C, 0.6458333333333334
D31031.NYT19981016.0312, G, 0.7291666666666666
D31031.NYT19981016.0312, F, 0.9583333333333334
D31031.NYT19981016.0312, H, 0.7916666666666666
D30027.NYT19981001.0363, E, 0.126984126984127
D30027.NYT19981001.0363, C, 0.5555555555555556
D30027.NYT19981001.0363, G, 0.6578483245149912
D30027.NYT19981001.0363, A, 0.4197530864197531
D30045.NYT19981126.0192, E, 0.7698412698412698
D30045.NYT19981126.0192, C, 0.28571428571428575
D30045.NYT19981126.0192, B, 0.6111111111111112
D30045.NYT19981126.0192, F, 0.7936507936507936
D30007.APW19981004.0851, E, 0.6444444444444445
D30007.APW19981004.0851, B, 0.45740740740740743
D30007.APW19981004.0851, D, 0.6240740740740741
D30007.APW19981004.0851, A, 0.6888888888888888
D31026.NYT19981017.0027, E, 0.7166666666666667
D31026.NYT19981017.0027, C, 0.425
D31026.NYT19981017.0027, F, 0.7166666666666667
D31026.NYT19981017.0027, H, 0.7416666666666667
D30033.NYT19981223.0347, E, 0.8194444444444445
D30033.NYT19981223.0347, G, 0.5104166666666666
D30033.NYT19981223.0347, D, 0.4131944444444444
D30033.NYT19981223.0347, A, 0.3333333333333333
D30007.APW19981002.0567, E, 0.7000000000000001
D30007.APW19981002.0567, B, 0.26666666666666666
D30007.APW19981002.0567, D, 0.6464285714285715
D30007.APW19981002.0567, A, 0.7297619047619047
D30003.APW19981018.0423, C, 0.7063492063492064
D30003.APW19981018.0423, B, 0.873015873015873
D30003.APW19981018.0423, F, 0.75
D30003.APW19981018.0423, A, 0.5833333333333334
D31022.APW19981030.0470, E, 0.7203703703703703
D31022.APW19981030.0470, C, 0.5537037037037037
D31022.APW19981030.0470, G, 0.5166666666666667
D31022.APW19981030.0470, F, 0.65
D31009.APW19981202.0880, C, 0.625
D31009.APW19981202.0880, G, 0.32499999999999996
D31009.APW19981202.0880, B, 0.6
D31009.APW19981202.0880, F, 0.3666666666666667
D30028.APW19981004.0182, C, 0.5714285714285715
D30028.APW19981004.0182, G, 0.376984126984127
D30028.APW19981004.0182, F, 0.5185185185185186
D30028.APW19981004.0182, A, 0.5462962962962963
D31008.NYT19981011.0203, E, 0.6211640211640211
D31008.NYT19981011.0203, C, 0.6571428571428571
D31008.NYT19981011.0203, D, 0.561904761904762
D31008.NYT19981011.0203, H, 0.2021164021164021
D30059.APW19981120.1199, G, 0.7619047619047619
D30059.APW19981120.1199, B, 0.942857142857143
D30059.APW19981120.1199, F, 0.7578231292517007
D30059.APW19981120.1199, H, 0.6721088435374151
D30026.NYT19981124.0411, C, 0.2916666666666667
D30026.NYT19981124.0411, D, 0.5555555555555555
D30026.NYT19981124.0411, H, 0.625
D30026.NYT19981124.0411, A, 0.2222222222222222
D30042.APW19981019.0307, C, 0.686904761904762
D30042.APW19981019.0307, B, 0.6369047619047619
D30042.APW19981019.0307, F, 0.6095238095238095
D30042.APW19981019.0307, D, 0.7023809523809522
D31033.NYT19981018.0065, E, 0.5185185185185186
D31033.NYT19981018.0065, F, 0.3333333333333333
D31033.NYT19981018.0065, D, 0.18518518518518523
D31033.NYT19981018.0065, H, 0.0
D30003.APW19981022.1132, C, 0.35714285714285704
D30003.APW19981022.1132, B, 0.5386904761904762
D30003.APW19981022.1132, F, 0.06249999999999999
D30003.APW19981022.1132, A, 0.5476190476190476
D30053.APW19981208.0312, E, 0.8214285714285715
D30053.APW19981208.0312, G, 0.6746031746031745
D30053.APW19981208.0312, B, 0.8412698412698413
D30053.APW19981208.0312, F, 0.8928571428571429
D31031.NYT19981001.0499, C, 0.5883333333333334
D31031.NYT19981001.0499, G, 0.605
D31031.NYT19981001.0499, F, 0.7000000000000001
D31031.NYT19981001.0499, H, 0.46666666666666656
D31038.APW19981105.0282, E, 0.7969696969696969
D31038.APW19981105.0282, G, 0.6303030303030304
D31038.APW19981105.0282, D, 0.8393939393939395
D31038.APW19981105.0282, H, 0.793939393939394
D30047.APW19981120.0892, C, 0.3
D30047.APW19981120.0892, B, 0.45
D30047.APW19981120.0892, F, 0.30000000000000004
D30047.APW19981120.0892, H, 0.4666666666666666
D30038.NYT19981213.0205, E, 0.6388888888888888
D30038.NYT19981213.0205, F, 0.5185185185185185
D30038.NYT19981213.0205, H, 0.32407407407407407
D30038.NYT19981213.0205, A, 0.7222222222222222
D31013.NYT19981105.0521, C, 0.15873015873015872
D31013.NYT19981105.0521, G, 0.5167548500881834
D31013.NYT19981105.0521, D, 0.5802469135802469
D31013.NYT19981105.0521, H, 0.4444444444444444
D30042.APW19981205.0172, C, 0.4375
D30042.APW19981205.0172, B, 0.6614583333333334
D30042.APW19981205.0172, F, 0.65625
D30042.APW19981205.0172, D, 0.4947916666666667
D31008.NYT19981013.0277, E, 0.6041666666666666
D31008.NYT19981013.0277, C, 0.5046296296296297
D31008.NYT19981013.0277, D, 0.6817129629629629
D31008.NYT19981013.0277, H, 0.5104166666666666
D30031.NYT19981113.0404, E, 0.6
D30031.NYT19981113.0404, F, 0.6666666666666666
D30031.NYT19981113.0404, D, 0.7999999999999999
D30031.NYT19981113.0404, A, 0.5333333333333333
D31001.NYT19981031.0150, E, 0.638888888888889
D31001.NYT19981031.0150, C, 0.5329218106995884
D31001.NYT19981031.0150, G, 0.6296296296296297
D31001.NYT19981031.0150, D, 0.43106995884773663
D30048.APW19981021.1170, C, 0.734006734006734
D30048.APW19981021.1170, G, 0.6285072951739618
D30048.APW19981021.1170, B, 0.39281705948372614
D30048.APW19981021.1170, H, 0.734006734006734
D30037.APW19981012.0254, G, 0.5873015873015873
D30037.APW19981012.0254, D, 0.6857142857142856
D30037.APW19981012.0254, H, 0.3142857142857143
D30037.APW19981012.0254, A, 0.5968253968253968
D30006.NYT19981013.0354, C, 0.43703703703703706
D30006.NYT19981013.0354, B, 0.2518518518518518
D30006.NYT19981013.0354, H, 0.18930041152263374
D30006.NYT19981013.0354, A, 0.44855967078189307
D31009.APW19981209.0696, C, 0.4962962962962963
D31009.APW19981209.0696, G, 0.5209876543209876
D31009.APW19981209.0696, B, 0.7481481481481481
D31009.APW19981209.0696, F, 0.38271604938271603
D30001.APW19981116.0205, C, 0.6993197278911564
D30001.APW19981116.0205, B, 0.8095238095238096
D30001.APW19981116.0205, D, 0.527891156462585
D30001.APW19981116.0205, A, 0.8666666666666666
D30038.APW19981213.0396, E, 0.7002164502164502
D30038.APW19981213.0396, F, 0.3874458874458874
D30038.APW19981213.0396, H, 0.5458152958152958
D30038.APW19981213.0396, A, 0.7049062049062048
D30031.APW19981207.0583, E, 0.7333333333333333
D30031.APW19981207.0583, F, 0.5833333333333334
D30031.APW19981207.0583, D, 0.5111111111111111
D30031.APW19981207.0583, A, 0.5833333333333334
D30037.APW19981010.0374, G, 0.7283950617283952
D30037.APW19981010.0374, D, 0.492283950617284
D30037.APW19981010.0374, H, 0.6898148148148149
D30037.APW19981010.0374, A, 0.851851851851852
D30015.APW19981005.0205, E, 0.6214285714285716
D30015.APW19981005.0205, B, 0.5357142857142857
D30015.APW19981005.0205, H, 0.719047619047619
D30015.APW19981005.0205, A, 0.719047619047619
D30005.NYT19981202.0428, C, 0.8151515151515151
D30005.NYT19981202.0428, G, 0.3797979797979798
D30005.NYT19981202.0428, B, 0.6606060606060606
D30005.NYT19981202.0428, A, 0.6373737373737374
D30033.APW19981230.0473, E, 0.8083333333333332
D30033.APW19981230.0473, G, 0.7175925925925926
D30033.APW19981230.0473, D, 0.8842592592592592
D30033.APW19981230.0473, A, 0.725
D30015.APW19981005.0762, E, 0.7395061728395063
D30015.APW19981005.0762, B, 0.5876543209876544
D30015.APW19981005.0762, H, 0.46666666666666673
D30015.APW19981005.0762, A, 0.7395061728395063
D30051.APW19981116.0213, B, 0.701388888888889
D30051.APW19981116.0213, F, 0.6527777777777778
D30051.APW19981116.0213, D, 0.7060185185185185
D30051.APW19981116.0213, H, 0.28240740740740744
D30024.NYT19981105.0439, C, 0.27546296296296297
D30024.NYT19981105.0439, G, 0.25115740740740744
D30024.NYT19981105.0439, D, 0.5358796296296297
D30024.NYT19981105.0439, A, 0.5439814814814815
D30053.NYT19981127.0267, E, 0.6220538720538721
D30053.NYT19981127.0267, G, 0.6287878787878788
D30053.NYT19981127.0267, B, 0.5614478114478114
D30053.NYT19981127.0267, F, 0.7045454545454545
D31008.NYT19981013.0349, E, 0.3541666666666667
D31008.NYT19981013.0349, C, 0.6333333333333333
D31008.NYT19981013.0349, D, 0.6708333333333334
D31008.NYT19981013.0349, H, 0.2833333333333333
D30045.NYT19981127.0293, E, 0.7765151515151515
D30045.NYT19981127.0293, C, 0.7477272727272727
D30045.NYT19981127.0293, B, 0.7045454545454546
D30045.NYT19981127.0293, F, 0.6121212121212122
D30040.APW19981229.0763, E, 0.49333333333333335
D30040.APW19981229.0763, G, 0.7325925925925926
D30040.APW19981229.0763, H, 0.7592592592592592
D30040.APW19981229.0763, A, 0.7200000000000001
D30046.NYT19981219.0170, E, 0.5208333333333334
D30046.NYT19981219.0170, C, 0.7440476190476191
D30046.NYT19981219.0170, B, 0.6458333333333334
D30046.NYT19981219.0170, H, 0.7023809523809524
D30022.NYT19981202.0309, C, 0.7268518518518517
