(Filename, Human, Credibility_Score)
D173, F, 0.8028846153846153
D155, E, 0.7926120448179272
D155, C, 0.705266106442577
D155, G, 0.7428711484593838
D155, A, 0.7989845938375351
D194, C, 0.6159985823143719
D194, G, 0.8464646464646465
D194, D, 0.7681871345029241
D194, H, 0.8035796562112352
D197, C, 0.6941569939012394
D197, G, 0.9147616237130304
D197, F, 0.7736244999672109
D197, H, 0.7440094432421797
D157, C, 0.8267273121074291
D157, F, 0.8327275557721464
D157, H, 0.6876116796621184
D157, A, 0.7340264240849036
D178, E, 0.8998778998778999
D178, G, 0.770193357494945
D178, B, 0.8528144401160276
D178, D, 0.9116809116809117
D187, E, 0.8317217052849237
D187, G, 0.8221330251981595
D187, B, 0.9153439153439153
D187, F, 0.7488495611100975
D168, E, 0.6444780465949821
D168, F, 0.756160394265233
D168, H, 0.6817092293906809
D168, A, 0.8116263440860215
